Date,Close,High,Low,Open,Volume
,LMT,LMT,LMT,LMT,LMT
2015-01-02,145.7851104736328,146.66746686734152,144.07318233843105,144.87259306543592,902100
2015-01-05,142.75352478027344,146.68266445438806,142.2331692101672,145.47601582504637,1506200
2015-01-06,142.0823516845703,144.03561575287358,140.8757143742876,143.00241881891844,1205800
2015-01-07,143.9148712158203,144.05816198049723,142.70068566704444,142.7761054929112,941900
2015-01-08,147.1577606201172,148.47752731227644,143.96768770170377,143.96768770170377,1950900
2015-01-09,147.07476806640625,148.6207824073324,146.92393992502434,147.12755273753763,1439500
2015-01-12,146.65994262695312,147.98724602478347,146.0867912407768,147.44425565579687,896400
2015-01-13,146.56948852539062,149.6539683426748,145.31004419173215,147.9194159355942,1095000
2015-01-14,145.72482299804688,146.4865240671166,144.51818641055226,146.4186416250323,1101100
2015-01-15,145.0762176513672,146.8560168450832,144.68406689377204,146.4261561857145,896600
2015-01-16,146.8409881591797,146.88623545252497,144.70673593261057,144.70673593261057,1085600
2015-01-20,147.6253204345703,148.56047347808996,145.5589388819735,148.28897817561338,857800
2015-01-21,147.43673706054688,148.3794271952051,146.38846609110485,147.05966100668357,966600
2015-01-22,149.39007568359375,149.7445283022533,147.27090886189828,148.56805216689597,1307900
2015-01-23,148.89984130859375,149.98582253001825,148.53030251569325,149.314627401145,1313000
2015-01-26,147.57247924804688,148.50763200641094,145.57398076105878,148.0023514739922,1338900
2015-01-27,143.70376586914062,145.92097613273629,143.53031401056364,145.55143725298558,1942700
2015-01-28,142.7233123779297,146.9088596395122,142.53477431666425,144.67656393085153,1570400
2015-01-29,145.17433166503906,145.1969553156115,141.1019134576759,142.73087383614998,2017000
2015-01-30,142.05966186523438,144.01292502385184,141.99179092155305,143.11548196589663,2287900
2015-02-02,142.7836151123047,143.10789498409514,140.27982467567708,142.08979657753318,1554000
2015-02-03,144.79727172851562,145.02351976708206,142.97976154555118,143.5755484306913,1618200
2015-02-04,145.00843811035156,145.9511287114993,143.75654223023852,144.2995329370959,1230900
2015-02-05,146.35079956054688,146.66000477814634,144.48050500114138,145.61173349801146,1063200
2015-02-06,147.2406768798828,148.53027067326823,145.4759520196699,146.524223097503,1127100
2015-02-09,145.5664825439453,147.05216351978987,145.32514828042997,146.56950650021025,1208300
2015-02-10,147.56495666503906,147.79874200120827,146.2150293171028,147.13509590344225,1280600
2015-02-11,148.0476837158203,148.7037927451388,147.05974572674617,147.18795027802366,1439300
2015-02-12,148.93003845214844,149.4956528498377,148.10801495596243,148.3493492892213,1217900
2015-02-13,148.53024291992188,149.61622370561113,147.9570915085623,148.78665185336322,1253900
2015-02-17,148.9978485107422,149.54837636817584,147.64037231454725,148.21352381629677,1023300
2015-02-18,149.7520294189453,149.7595667993478,148.530294854137,148.99787711046284,902000
2015-02-19,152.12008666992188,152.1427103214748,149.2995525326485,149.74449968979263,1775000
2015-02-20,153.83953857421875,153.84707595486736,151.04162835509428,151.47903808919344,1301400
2015-02-23,155.04617309570312,155.09896928181206,153.2437495066826,153.84707366568534,1440600
2015-02-24,155.82298278808594,156.056768217273,154.46551752087666,154.98587306933157,1168600
2015-02-25,154.49566650390625,156.15479954018753,154.22417117015456,156.14726215860793,2759800
2015-02-26,152.95338439941406,154.86026440315368,152.34561023171256,154.4120354465009,1349700
2015-02-27,151.98098754882812,153.4168484302255,151.9429994804918,152.70271447789426,1311400
2015-03-02,154.23733520507812,154.32090431479398,151.98098083508063,151.98098083508063,1037400
2015-03-03,151.88983154296875,153.80431680507928,151.5099740000605,153.80431680507928,1312100
2015-03-04,151.1604461669922,152.0037300111746,151.0160985083523,151.7150346938948,851400
2015-03-05,151.25926208496094,151.96579147507032,150.99335719636198,151.46437678976824,872300
2015-03-06,150.16526794433594,150.90978538986718,149.4435410211545,150.7122636653922,1220300
2015-03-09,151.7454833984375,152.315269667682,149.82340531090586,149.98293897458876,887600
2015-03-10,150.10452270507812,151.16811929215328,149.89939636602315,150.73508767896317,1087100
2015-03-11,149.82334899902344,150.735004368698,149.59543225852306,150.37793751345703,953000
2015-03-12,151.01614379882812,151.1452939552052,150.07409304413972,150.07409304413972,1047200
2015-03-13,149.74742126464844,151.1908751002534,148.60025580971316,150.40077661591116,1155400
2015-03-16,153.54600524902344,153.69035295956417,150.49955215053362,150.59071424463033,1198000
2015-03-17,152.45201110839844,153.46243347234062,151.9657939610902,153.06737841754918,936600
2015-03-18,153.91827392578125,154.5944198572858,150.69707793721747,152.52799399176664,872800
2015-03-19,153.6067657470703,154.49563083679584,152.73308660968436,153.84227552396382,1178000
2015-03-20,154.80715942382812,155.01227416793097,153.21175297125097,154.2601635882207,3938100
2015-03-23,154.161376953125,155.43009969882237,154.161376953125,154.4728629065892,1028100
2015-03-24,154.45004272460938,155.26293164610405,152.66470805838867,153.72071131414722,1250900
2015-03-25,151.198486328125,154.9818638769146,151.18328878189217,154.48044918221214,1338200
2015-03-26,152.3684539794922,152.79389256781434,149.10167683011562,150.09691331848674,1499700
2015-03-27,153.6371612548828,154.12337839135012,152.12533582347535,152.36843859554355,1256400
2015-03-30,155.6580352783203,156.6456672832754,154.22217412088813,154.60203169261445,1049000
2015-03-31,154.19174194335938,155.87070538869884,154.19174194335938,154.57159939517928,1261500
2015-04-01,151.00094604492188,153.81949373615603,149.99052372513341,153.53840290162498,1897200
2015-04-02,150.9705810546875,151.6087389373171,150.17287790523443,151.46439121788924,1387600
2015-04-06,152.34564208984375,152.79387114022902,150.30961153345137,151.4339864438124,1366300
2015-04-07,152.05694580078125,153.88026867449332,151.86701705929025,152.7027081587829,1084800
