Date,Close,High,Low,Open,Volume
,JPM,JPM,JPM,JPM,JPM
2015-01-02,46.94807434082031,47.30117839850126,46.63253131278838,46.71517360265249,12600000
2015-01-05,45.490577697753906,46.79030816158208,45.25016529207135,46.62502642388904,20100600
2015-01-06,44.31105041503906,45.64083305538044,43.837737269778835,45.558190759198624,29074100
2015-01-07,44.378662109375,44.99471915312649,44.07814522005851,44.99471915312649,23843200
2015-01-08,45.37036895751953,45.75352817798254,45.05482876743637,45.05482876743637,16971100
2015-01-09,44.58152389526367,45.6708943619794,44.54395998936499,45.61830432053278,15396200
2015-01-12,44.198360443115234,44.62659520735432,43.77763731248479,44.536438408399455,15455200
2015-01-13,44.20587158203125,44.85198097093474,43.85276462159753,44.52141177701659,21644700
2015-01-14,42.680763244628906,44.20588021684553,41.523776571802735,44.20588021684553,49602300
2015-01-15,41.31340789794922,42.53049599804661,40.9452748083824,41.869360483080584,42458100
2015-01-16,42.01961898803711,42.072209020036816,41.05045491385666,41.0654810467054,29368900
2015-01-20,41.85433578491211,42.36521285499633,41.63646115027051,42.102262686250874,23477700
2015-01-21,41.98957061767578,42.38775314431023,41.463667382949374,41.65900426216247,21842400
2015-01-22,43.26676940917969,43.371949497620314,42.042166523887126,42.35770965515147,31423500
2015-01-23,42.58308029174805,43.47711358030453,42.56805416093936,43.36442189815147,15458300
2015-01-26,42.650699615478516,42.81598420070991,42.22246488641683,42.38023497271501,12577700
2015-01-27,42.22246551513672,42.53049405932821,41.89189633975154,42.10977095699329,15220500
2015-01-28,41.133094787597656,42.58308356372346,41.133094787597656,42.53800516783368,24354400
2015-01-29,41.82428741455078,41.98957203084115,41.08051237312846,41.52377331740904,20393300
2015-01-30,40.85512161254883,41.69656500477608,40.84760711302594,41.313408641422285,26943700
2015-02-02,41.674015045166016,41.80924733759348,40.77246738429658,40.96780132561347,20308900
2015-02-03,42.613136291503906,42.658211821942714,41.97453857285142,42.00459083710507,18812500
2015-02-04,42.35769271850586,42.87608131823327,42.282562066844505,42.312614327509046,14934100
2015-02-05,42.650699615478516,42.853548097551155,42.41779886955624,42.7183157761694,11293900
2015-02-06,43.49214172363281,44.12322491709297,43.229191587166724,43.38696166904638,25214000
2015-02-09,43.43956756591797,43.64992775194076,42.99630655541094,43.13905055793461,14372400
2015-02-10,43.920372009277344,44.10819433521432,43.61234350937835,43.890319749301526,16367300
2015-02-11,43.8527717590332,44.07064642395091,43.454589200760516,43.61987382462116,13061900
2015-02-12,44.75430679321289,44.859486844703355,43.987991304714754,44.27348206300421,23211300
2015-02-13,44.82944107055664,45.24265256970221,44.581517037011174,44.67167097048753,16479100
2015-02-17,45.15251159667969,45.18256387368605,44.56650652477002,44.59655880177638,15308800
2015-02-18,44.60404968261719,45.15249058603634,44.41622733764043,45.15249058603634,14278100
2015-02-19,44.49887466430664,44.6866970305409,44.175819965108374,44.43877299740145,11256500
2015-02-20,44.9271125793457,44.99472875056747,43.83774220563598,44.29602926992326,15379000
2015-02-23,44.589027404785156,44.72425973413142,44.175818783312366,44.70172196788764,16814000
2015-02-24,45.69342803955078,46.01648276003948,45.13747540378561,45.265193245589856,22937700
2015-02-25,45.933837890625,46.03150632451485,45.64083545489735,45.648347088608,18307900
2015-02-26,46.26441192626953,46.35456586992579,45.76104643680918,45.85120038046544,15444800
2015-02-27,46.03901672363281,46.5198415145937,45.92632502534362,45.92632502534362,15225900
2015-03-02,46.40715408325195,46.45223248627749,45.85119857637195,46.03902095673191,13047300
2015-03-03,46.55742263793945,46.57244877553366,46.20431556933232,46.31701016831753,13706900
2015-03-04,46.6776123046875,46.70766170326728,46.09160461028567,46.309479229153766,16625500
2015-03-05,46.57994842529297,46.752744664247956,46.27943148262397,46.730206896627465,10931300
2015-03-06,45.74601745605469,47.233570330583404,45.67840128603329,46.70015547038239,22719200
2015-03-09,46.20429229736328,46.301960709561094,45.6783892102213,45.70844147027313,13001500
2015-03-10,45.04730987548828,45.836163139716255,45.04730987548828,45.64834079747428,16357700
2015-03-11,45.25767135620117,45.56569987268946,45.04730839098232,45.17502906978749,13015600
2015-03-12,46.106632232666016,46.166736763651464,45.56570578350588,45.56570578350588,18159600
2015-03-13,45.82864761352539,46.47475687449619,45.40041293887103,46.1291644819578,16506200
2015-03-16,46.467247009277344,46.519837036605026,46.01647452762822,46.20429687263895,15182900
2015-03-17,46.286949157714844,46.324513061639834,45.768557539346574,46.08410063738928,11718300
2015-03-18,46.392127990722656,46.61751427416933,45.896277020763144,46.12166330420982,15697900
2015-03-19,45.97891616821289,46.316997003129394,45.648346966987035,46.25689246983673,11523800
2015-03-20,46.392127990722656,46.65507817708676,45.94135542382931,46.069073266936996,18368300
2015-03-23,45.933837890625,46.6400518289859,45.9188117572618,46.392124927405945,15112900
2015-03-24,45.42296600341797,46.00897380768658,45.41545436885014,45.80612528304847,12128700
2015-03-25,44.78436279296875,45.558189978609406,44.76933666065299,45.475547683843565,14950900
2015-03-26,44.73177719116211,44.919599564790495,44.22841173954821,44.671672655948875,14039600
2015-03-27,44.73929214477539,44.91208839742205,44.326083465321005,44.69421660596281,11755800
2015-03-30,45.798614501953125,46.17425931158058,45.53566428159089,45.73851282270281,20656500
2015-03-31,45.51311492919922,45.78357671591971,45.39290586940115,45.61829499058081,17346700
2015-04-01,45.339168548583984,45.80806322272789,45.172785357601285,45.68705805246524,18100600
2015-04-02,45.7702522277832,45.90638341262553,45.376984681015486,45.42992426567739,12697800
2015-04-06,45.732444763183594,45.944203130133474,45.112292787123494,45.31648670668723,12025200
2015-04-07,46.01982879638672,46.51141400079817,46.01982879638672,46.2467160507251,11505500
2015-04-08,46.171077728271484,46.55678368351722,46.08788613459139,46.17864217405555,11734000
2015-04-09,46.48871994018555,46.571911537165064,46.00469925047658,46.33746275340378,11728500
2015-04-10,46.66266632080078,46.72316746662661,46.28452478316867,46.39796551346372,9869700
2015-04-13,46.94249725341797,47.09375446803255,46.51141606701084,46.61729525174362,15468700
2015-04-14,47.67609786987305,48.10717910149694,47.44921346664863,47.615593823684286,33775400
2015-04-15,48.560935974121094,48.76513563733033,47.65339569925928,47.70633816915971,28732200
2015-04-16,48.25843048095703,48.606317164396536,48.14498685060327,48.46262728459899,16640500
2015-04-17,47.52482604980469,47.948345588135105,47.26012814146745,47.834901978852955,20221200
2015-04-20,47.82735061645508,48.03910898827958,47.751720565809585,47.81222460632598,12755300
2015-04-21,47.124000549316406,48.099603546401084,46.987869361817886,47.89540965014435,14985100
2015-04-22,47.60045623779297,47.75927787792414,46.9122387471946,47.38113633616699,14484700
2015-04-23,47.494571685791016,47.80464759949558,47.343314509229856,47.48701012520876,12851300
2015-04-24,47.34331512451172,47.52482431574217,47.14668281192022,47.366005576534725,9597500
2015-04-27,47.14667510986328,47.75926528457648,47.123987546537315,47.41893740973581,11146400
2015-04-28,47.46432113647461,47.47944714309602,46.715602561154654,47.26012725956245,12307800
2015-04-29,48.099605560302734,48.31892835878782,47.23744326004124,47.313073303479804,17601200
2015-04-30,47.84247589111328,48.31137357120819,47.58533947734857,48.084489179060874,16840900
2015-05-01,48.107177734375,48.303810108917084,47.89541934871558,48.17524334190719,11640100
2015-05-04,48.9466552734375,49.060098920520375,48.12986793842112,48.16011996230879,14972500
2015-05-05,48.704627990722656,49.40040698930888,48.62143639632848,48.78781958511683,17692400
2015-05-06,48.34160614013672,49.21133271111781,47.96346465449113,48.80293921422283,18087900
2015-05-07,48.78025817871094,48.855885331968366,47.83490433803824,48.152541843708605,15039900
2015-05-08,49.52897262573242,49.64998067671934,48.85588120956668,49.13570799998784,16802600
2015-05-11,49.49873352050781,49.64242917603017,49.21891242710064,49.35504363496841,13798800
2015-05-12,49.430667877197266,49.566799077011375,48.97689913447777,49.392851411144555,12762200
2015-05-13,49.55167770385742,49.63486932581464,49.203788089301554,49.47605053025545,11874100
2015-05-14,49.9525032043457,50.05081793436667,49.695363938932,49.78611999201608,11855500
2015-05-15,49.82392501831055,50.03568911808156,49.491164401491,50.0129957799055,11152100
2015-05-18,50.232330322265625,50.3230863862835,49.763438416464346,49.763438416464346,10510900
2015-05-19,50.678531646728516,50.81466283418508,50.34576523961646,50.49701955013171,14282700
2015-05-20,50.27769470214844,50.693646876288575,50.217190679370574,50.63314285351071,12446000
2015-05-21,50.4062614440918,50.42894901014766,49.92224080162936,50.0205555111985,12934500
2015-05-22,50.27013397216797,50.54239632480952,50.15669036357039,50.391136256685535,9296900
2015-05-26,49.710479736328125,50.13399633251177,49.392836519209524,50.065927868136036,15571300
2015-05-27,50.27013397216797,50.40626514848874,49.77854884823286,49.876863565027236,10963700
2015-05-28,50.06594467163086,50.21720477102122,49.71805509800724,50.18695275114315,11797400
2015-05-29,49.748291015625,50.081057356592964,49.430653564690644,50.0508053465067,14310700
2015-06-01,49.97518539428711,50.41383094865757,49.89199379707954,49.907116919307384,11899300
2015-06-02,49.929805755615234,50.20963256878162,49.597045128316246,49.7861158958655,12784200
2015-06-03,50.444068908691406,50.76927079800899,50.11886701937382,50.239875057250515,12927300
2015-06-04,50.16425704956055,50.70878177915944,49.92224669973681,50.14912815708176,13863300
2015-06-05,50.988590240478516,51.30622766438411,50.67851726094604,50.95077955857382,20801100
2015-06-08,50.58777618408203,51.086925800528746,50.52727215118265,51.01885732102139,14558700
2015-06-09,50.807098388671875,50.875161097410455,50.27013808535538,50.63315073859201,13263500
2015-06-10,51.62386703491211,51.80537329656113,51.0264029132549,51.1171531590894,17478900
2015-06-11,51.82049560546875,51.94150362466627,51.54067465853939,51.699493356251175,13739900
2015-06-12,51.61631774902344,51.83564052416435,51.328932269519,51.66169288526579,11804700
2015-06-15,51.419673919677734,51.58605708464197,50.89784263044897,51.109600924046816,14082300
2015-06-16,51.707069396972656,51.820507227937604,51.13985716222299,51.253294993187936,11692800
2015-06-17,51.533138275146484,51.94153190734255,51.457511106958265,51.737337976236056,14521900
2015-06-18,52.01715850830078,52.047410529242796,51.35163135752551,51.691956495652896,16759600
2015-06-19,51.48775863647461,51.933962928846704,51.36675056194366,51.77514415851176,21606400
2015-06-22,52.15328598022461,52.40286080762434,51.99446720914731,52.08522326546974,14306700
2015-06-23,52.75074005126953,52.80367963127441,52.32722341123047,52.44822569267814,15736900
2015-06-24,52.19864273071289,52.7658549004047,52.11545692087355,52.56922550263088,16995000
2015-06-25,51.9188346862793,52.538986582158415,51.911270239871186,52.425542965964745,13314300
2015-06-26,52.145713806152344,52.40285304263871,52.00958262683174,52.1381551300658,14489200
2015-06-29,50.82221984863281,51.623883824095856,50.791973603504616,51.18523825997218,19934400
2015-06-30,51.24575424194336,51.51045222341339,50.79198544942571,51.34406898649416,20677400
2015-07-01,51.8166618347168,52.06025396117864,51.5959055626585,51.85472546385231,13964400
2015-07-02,51.39799880981445,51.86234733178754,51.14679853689625,51.72532636124309,12822900
2015-07-06,51.25334548950195,51.35230277393566,50.65197628172822,50.91079032149015,13527100
2015-07-07,50.84990310668945,51.16961665788957,49.70806401723709,51.070653553212914,22421500
2015-07-08,49.80702590942383,50.362723539611395,49.639555231622246,50.24092457113953,17707200
2015-07-09,50.32464599609375,50.773766500846676,50.23329679499641,50.613909754695996,14984700
2015-07-10,51.04021453857422,51.30664252357408,50.87274386009017,51.16962158733208,12356100
2015-07-13,51.831886291503906,51.86994992246781,51.519786586839686,51.67964338303766,16175600
2015-07-14,52.555057525634766,52.600729239155605,51.58068891922358,51.748159612393316,20185100
2015-07-15,52.669227600097656,52.85192020978674,52.41040774598588,52.69967733632806,16891600
2015-07-16,52.95087814331055,53.24775581556528,52.83669889066905,53.00416373044105,18035700
2015-07-17,52.68447494506836,52.897617393669044,52.463718606818745,52.791046169368705,14040700
2015-07-20,52.72251510620117,53.110736189963916,52.66161563152301,52.90520772254209,11512900
2015-07-21,52.600711822509766,52.93565309794668,52.42563310685362,52.64638932860131,11659900
2015-07-22,53.34673309326172,53.50658989714992,52.67685032531689,52.73774981471096,15493000
2015-07-23,53.011775970458984,53.750166088977984,52.87475506385037,53.430452576122306,14331800
2015-07-24,52.45609664916992,52.95088899924061,52.281012079734964,52.859545578400294,12413900
2015-07-27,51.77098083496094,51.930837594791875,51.4360395432999,51.87755200818157,16801600
2015-07-28,51.80142593383789,52.22009670324009,51.588277798784965,52.18203889203598,14932400
2015-07-29,52.478939056396484,52.6007322352877,51.88518351602535,52.006976694916574,13059200
2015-07-30,52.555057525634766,52.86715724751882,52.17444442577446,52.4713221790499,10197200
2015-07-31,52.16682815551758,52.555055125802,52.06787084484281,52.53221927008434,11911800
2015-08-03,52.16682815551758,52.40280640819304,51.763379217319624,52.21249986695289,9980600
2015-08-04,52.11354064941406,52.48653983044196,51.999355567309124,52.12115453693959,10964000
2015-08-05,52.319068908691406,52.84431093332517,52.18965606650038,52.56266101208943,11302900
2015-08-06,51.95367431640625,52.47892211301204,51.76336781707875,52.33428731506124,10803400
2015-08-07,51.80142593383789,52.326667866920126,51.42081297563979,52.014568261197965,11453300
2015-08-10,52.44086837768555,52.532217605356095,51.93084825717106,51.93084825717106,12661400
2015-08-11,51.93846130371094,52.06786835171118,51.64919165795219,51.93846130371093,14800300
2015-08-12,51.184837341308594,51.42082136311493,50.29420426769628,51.3142501820516,21069000
2015-08-13,51.420806884765625,51.61111334132258,50.97929451170737,51.192436813820414,11930600
2015-08-14,51.67964553833008,51.694873314428584,51.3066463316456,51.32186830004918,11248800
2015-08-17,51.8166618347168,51.9460688814665,51.30664172738957,51.47411240327479,10326500
2015-08-18,51.9232292175293,52.03741428886384,51.64157348259662,51.748150474817784,10617500
2015-08-19,51.45889663696289,51.99936661218343,51.27620395140705,51.710102709412034,15198200
2015-08-20,50.19525146484375,51.03259902285326,50.19525146484375,50.857514462471286,20972300
2015-08-21,48.41398239135742,49.81464153930408,48.3911465358938,49.54820773837611,28235500
2015-08-24,45.8638801574707,47.89635278885949,38.11459693756038,45.13310367678132,36339100
2015-08-25,45.605045318603516,48.200825621954294,45.468024418990574,48.03335498823925,31772500
2015-08-26,47.88872528076172,47.94201086593585,46.092231541043404,47.0437639960767,33576800
2015-08-27,49.0838508605957,49.27415734440933,48.06380508735431,48.70323498912195,29045700
2015-08-28,48.81742858886719,49.06863460027628,48.413979677770705,48.93922755477257,16687300
2015-08-31,48.794586181640625,48.98489268453914,48.31501588510605,48.42158706211374,14223400
2015-09-01,46.77734375,47.84305853229587,46.42718044598195,47.84305853229587,23637300
2015-09-02,47.629913330078125,47.88873030113389,46.845851434165176,47.667974051500195,17757900
2015-09-03,47.71365737915039,48.45965868997245,47.53857570553528,47.8659031965084,17065400
2015-09-04,46.81541442871094,47.13512806023085,46.24449474055593,47.0437817232034,20189000
2015-09-08,48.07902908325195,48.10947881703349,47.447213078440406,47.78215143849803,13385100
2015-09-09,47.333038330078125,48.97728365827891,47.19601740208688,48.67279496573498,13889500
2015-09-10,47.698421478271484,47.957238436782596,46.777338706805715,47.08944125349439,15751100
2015-09-11,47.6223030090332,47.698424452935036,47.18840439032945,47.48528208693234,12766700
2015-09-14,47.485286712646484,47.721264954037835,47.28736629306645,47.68320422837929,10202800
2015-09-15,48.39876174926758,48.63474000578133,47.58424706797174,47.7745536123073,14023500
2015-09-16,48.825035095214844,48.93922015656605,48.11709468406953,48.63472859552733,12235900
2015-09-17,47.69081115722656,49.205649305875525,47.4928907665252,48.82503629713101,21249200
2015-09-18,46.38911819458008,47.066611873121985,46.26732213288043,47.066611873121985,31008000
2015-09-21,46.77734375,47.127507054018054,46.495690910146095,46.83062934392244,13136400
2015-09-22,46.36629104614258,46.50331200426247,45.99328890373894,46.130309861858834,14811900
2015-09-23,46.16075134277344,46.54897828920769,45.91715921725858,46.28254740553087,11712200
2015-09-24,45.84103012084961,45.96282616329187,45.26249674136383,45.68117045576869,17293400
2015-09-25,46.792572021484375,47.089449753159336,46.33583459257519,46.64032621184798,18384300
2015-09-28,45.6583366394043,46.44239851606697,45.43758039519061,46.37388805765055,17452200
2015-09-29,45.5517692565918,45.77252551920238,44.70680783365598,45.658340444377025,19334900
2015-09-30,46.41195297241211,46.434788824570234,45.7572981079748,46.20642159144828,18743800
2015-10-01,46.75450134277344,47.097053636852465,46.0846245275154,46.52613411466971,16863200
2015-10-02,46.62417221069336,46.66250756649781,44.87605132296878,45.688774320103896,20435100
2015-10-05,47.55188751220703,47.720566538685716,46.93851322246543,46.95384794530889,13471100
2015-10-06,47.57489013671875,47.81257396359853,47.24520089370463,47.620894307185644,12134800
2015-10-07,47.63623046875,48.32627549778828,47.35254246283916,47.958250897341294,12773100
2015-10-08,47.63623046875,47.72823588766187,47.09952682963165,47.42154725822294,13964600
2015-10-09,47.48289108276367,47.95825587541738,47.214540697749435,47.83558099586804,12112000
2015-10-12,47.32188034057617,47.54422654655764,47.0765305841278,47.41388576804436,10857400
2015-10-13,47.19154357910156,47.65924253512935,47.00753269709733,47.068868682832,15621900
2015-10-14,45.995460510253906,46.746844557325495,45.650436477210825,46.58583139203872,28989400
2015-10-15,47.45222091674805,47.505890992942284,46.07979371166729,46.363481742750885,18147900
2015-10-16,47.86625289916992,48.034931963991724,47.60556840117258,47.86625289916992,17456600
2015-10-19,47.70523452758789,48.126929192956,47.46755069720247,47.53655549152085,14510400
2015-10-20,47.93524932861328,48.16526433375721,47.59789418272214,47.81257446421655,11545100
2015-10-21,47.58256530761719,48.27261040786491,47.574896482450086,48.21127443052726,12113400
2015-10-22,48.44894790649414,48.747970621185644,47.85857422589716,47.85857422589716,15295700
2015-10-23,48.97031784057617,49.21567049179633,48.68663276780211,48.78630700816036,16985200
2015-10-26,48.99332809448242,49.06233289728366,48.61763462927572,48.94732391768165,13880200
2015-10-27,48.79399108886719,48.962670185433524,48.540975368818216,48.70965154058402,8831900
2015-10-28,50.22007369995117,50.40408454584944,48.83231183180327,48.8399806565155,17962000
2015-10-29,49.99772644042969,50.47309414708719,49.74470786190555,50.03606471581802,12753700
2015-10-30,49.26167678833008,50.09739736883796,49.16966843788906,50.06673376829045,15731400
2015-11-02,50.25074005126953,50.411750262704246,49.369012450899405,49.415013697138185,15253300
2015-11-03,50.43476486206055,50.680114659322484,49.9670658970299,50.059074264603346,11519500
2015-11-04,50.4884147644043,50.71843266658676,50.31973574941693,50.61109253879447,11388400
2015-11-05,50.94078826904297,51.11713028031373,50.4117505360327,50.44241998355783,12715900
2015-11-06,52.48958206176758,52.926611657981,52.2135627536747,52.42058015954523,23262700
2015-11-09,51.66916275024414,52.688899828286665,51.43148187100052,52.673562181471915,17143800
2015-11-10,51.89152526855469,52.02186605223756,51.31648620567159,51.51583471869235,13239700
2015-11-11,51.63850402832031,52.267213137507184,51.561833327121825,52.213543061708286,8513900
2015-11-12,50.60342788696289,51.29347580079577,50.56508961690601,51.262806354670005,13576900
2015-11-13,50.26607131958008,50.7337701500676,50.013058618338405,50.48075159922703,11837000
2015-11-16,50.99446105957031,51.048131133202006,49.96705498627883,50.18940410549564,11041100
2015-11-17,50.70310974121094,51.17080865506902,50.51909887579791,51.11713857559022,12354800
2015-11-18,51.71516418457031,51.79184071973366,50.88711259103063,50.971452100031634,12911400
2015-11-19,51.876190185546875,51.99886213607614,51.400822484447225,51.814851285482504,12839500
2015-11-20,51.7841682434082,52.22119755485855,51.6614904754793,52.12918922891187,11209600
2015-11-23,51.27813720703125,51.81484372993367,51.201466517930506,51.607826434803194,11339000
2015-11-24,51.20146942138672,51.47748859748036,50.63409927034932,50.73377058687243,10910000
2015-11-25,51.26280975341797,51.462158241652965,51.02512884218335,51.316479825296724,7772000
